candidate,target,dataset_source,category,clean_caption,partition
B003ICY3OQ,B007BA6MNQ,FashionIQ,shirt,is darker and has longer sleeves and is darker in color and has longer sleeves,val
B004KV0604,B00C7BNA66,FashionIQ,shirt,is the same and is darker in color,val
B00008JPSN,B00AZLY7QM,FashionIQ,shirt,has a darker color with a print tie and is more colorful,val
B009R8P6QO,B0097OTU7Y,FashionIQ,shirt,is a darker color with more of a political statement and is navy blue,val
B0071SPPAO,B00ADD03FG,FashionIQ,shirt,is plain and is one solid color,val
B00DNI5GI2,B000EDM01A,FashionIQ,shirt,has longer sleeves with buttons and a collar and is more formal,val
B00DSOHOBI,B008G3KOC2,FashionIQ,shirt,light gray polo and is grey with red outlining,val
B004TNLWVA,B0074JA762,FashionIQ,shirt,is beige color with abstract art and is brown with black patterns,val
B00AZLZ8UQ,B00DRG0TS2,FashionIQ,shirt,this is a darker colored striped shirt with no tie and less professional and more striped,val
B008LK7CAW,B000RZ3L68,FashionIQ,shirt,is white and button down and face tan,val
B00CPS2NE6,B001FBQ8L8,FashionIQ,shirt,has sleeves and is plainer and has more grey,val
B0054419WA,B0093NHAQW,FashionIQ,shirt,has shorter sleeves and is darker,val
B009N29AO8,B00EYGE7X2,FashionIQ,shirt,is green with a belt printed on it and is green zelda shirt,val
B008435IOI,B004B6NXIK,FashionIQ,shirt,is lighter and has a different graphic and is light colored with a different graphic,val
B000SJFEAE,B000RP49KK,FashionIQ,shirt,is black with a skull on it and is elss formal,val
B007VPMP8C,B000S97HBS,FashionIQ,shirt,has a smaller image and text and a black shirt with white letters on front,val
B00502EZX6,B004U28BBY,FashionIQ,shirt,the shirt is green with no sleeves and is green with no sleeves,val
B00A4LC2II,B006H6TYSK,FashionIQ,shirt,is black with yellow letters and has no color,val
B00DR4IZTE,B0078F2F80,FashionIQ,shirt,is black and has a woman on it and is darker,val
B00BYIN01I,B006W969LW,FashionIQ,shirt,is dark blue with a doctor who logo on front and is blue with dw and multiple hash marks on front,val
B00861KWY4,B009P8QMWS,FashionIQ,shirt,is black with a larger logo and is black in color and has a larger graphic,val
B007UP0B4S,B0088B8HBC,FashionIQ,shirt,is lighter and is sleeveless with a camo print,val
B00009ETTU,B0002I5T5G,FashionIQ,shirt,is pink and more plain and is a dog shirt,val
B00G6UFA94,B00CBP45Q2,FashionIQ,shirt,is darker with white and yellow lettering and has more writing and is more black in colour,val
B001FBQ8L8,B0089CCDUQ,FashionIQ,shirt,is white and is lighter colored and has shorter sleeves,val
B00AECN92K,B00AECKNR4,FashionIQ,shirt,is red in color and is red with different facial drawings,val
B009G0SO62,B0090WXH9K,FashionIQ,shirt,is blue and has a graphic and has no collar and is dark blue,val
B002RCLYEK,B006MHI516,FashionIQ,shirt,tighter and black and is black,val
B006C25WGM,B006ZYZFNM,FashionIQ,shirt,is more striped and colorful and has multiple colours including red,val
B00CLZVGAA,B003TPUV0M,FashionIQ,shirt,is red and has a different logo and is grey,val
B00B9JJY76,B0093NPKO6,FashionIQ,shirt,is more tropical and less muted and a red shirt with grey white pattern on shirt,val
B002EIMNY2,B0014C09VI,FashionIQ,shirt,has a symblol and a tie dye heart and has a heart in the center,val
B004OKFF7K,B00774HWNA,FashionIQ,shirt,is dark colored with a dog art and has a black and white dog on it,val
B007T4JJ5W,B00BTJJVPQ,FashionIQ,shirt,is a blue button down and is more blue,val
B00GOGK2SO,B009LM4LYO,FashionIQ,shirt,is red and has long sleeves and has longer sleeves,val
B00B7SA29S,B00CUU350U,FashionIQ,shirt,bright pink shirt and is has a lighter color,val
B008T3V1YO,B00EUEB41G,FashionIQ,shirt,is darker colored with text and is darker,val
B002O17HOU,B004QQ5IMO,FashionIQ,shirt,is darker and is grey colored,val
B003BWWH8M,B004BTX0GW,FashionIQ,shirt,has a longer sleeve with text and art and is black long sleeve and less shiny,val
B0002DQSS8,B002WOSLVM,FashionIQ,shirt,does not a collar and is blue and not collared,val
B00CUA9J5A,B0065EBKS6,FashionIQ,shirt,is a button down with a plaid pattern and has a checkered pattern,val
B003BWRJ1C,B00CXSBQ8M,FashionIQ,shirt,is light blue but plain and is longer and one color,val
B007F85LVI,B00D8GO1E4,FashionIQ,shirt,navy with a stig graphic and longer sleeved and has longer sleeves,val
B009LJCL8A,B00EW0UFUY,FashionIQ,shirt,has injustice written on it and is a little longer,val
B006WFFTTO,B008JBP5L6,FashionIQ,shirt,has shorter sleeves and has less black color,val
B008QUAX0S,B008PG61WM,FashionIQ,shirt,has the american flag on it and is more bright,val
B000BO1R2K,B0061S0348,FashionIQ,shirt,is a white shirt with a message and has black,val
B00CNE6EEW,B00BHA7IBG,FashionIQ,shirt,is black with image of inverted triangle and is darker,val
B002CMLPNK,B00BJV7YIA,FashionIQ,shirt,is a darker t shirt with no buttons and is a printed t shirt,val
B00EFZ786K,B0002KV5OS,FashionIQ,shirt,is more blue and is blue with white palm trees,val
B0013FPI8K,B005X2NZ9S,FashionIQ,shirt,is white less color and is white,val
B00EA93IKQ,B009I1PKKC,FashionIQ,shirt,is darker and has shorter sleeves and has a tank top fit is darker,val
B0038MHG18,B003POFQZM,FashionIQ,shirt,is light brown with short sleeves and is more brown colored,val
B005GL63X6,B006HAHZ7I,FashionIQ,shirt,has bottons and is black and is lighter,val
B006AJXW0A,B008F061QO,FashionIQ,shirt,is black with red and yellow pattern and has a red logo,val
B000G1FDF0,B0013KOIL8,FashionIQ,shirt,is more formal and has more pleats and has a black bow tie included,val
B0016BK4T4,B001L3GYSW,FashionIQ,shirt,is colorful tie dyed and has more vivid colors,val
B00C4AZVA8,B004WH0J58,FashionIQ,shirt,is more light colored with the same brand and is light blue and has a bit logo,val
B00CIYDP94,B0087J4VGK,FashionIQ,shirt,has a different graphic and is nerdier,val
B0012FNHIO,B00C4XARMM,FashionIQ,shirt,is a usb charger and is a glittery strap,val
B0054I421G,B005BN2YN2,FashionIQ,shirt,is lighter and is grey with short sleeves,val
B006WRED6W,B001TKTN1M,FashionIQ,shirt,is light blue colored with patterns and is less colorful and less sporty,val
B004CR4ZC6,B004SKM6SC,FashionIQ,shirt,is shinier and is a blue button down,val
B004QQ5IMO,B002O17HOU,FashionIQ,shirt,green and not a logo and is green and is more flowy,val
B00AJJJPNA,B00C5RC12G,FashionIQ,shirt,is a white vest and has no sleeves,val
B007JR83CE,B00192IJZG,FashionIQ,shirt,are denim pants and is denim and are jeans,val
B006TG84O8,B006TG7W3M,FashionIQ,shirt,is black with white logo and islighter,val
B008BTI85Q,B004N5H9D4,FashionIQ,shirt,is brown with a figure on it and is olive green tan with blue motif,val
B009ZC3SAS,B003QMM0SO,FashionIQ,shirt,is a darker color and similar print and is red and has white lines,val
B0045VQCWA,B0045EY35K,FashionIQ,shirt,is a blue finland soccer t shirt and is dark blue colored with a different graphic,val
B005NK3GCG,B003IT740Y,FashionIQ,shirt,is a striped shirt with short sleeves and it has a short sleeve and has no collar,val
B0048KZ3FU,B005REIERK,FashionIQ,shirt,has a orange snake and has a different graphic,val
B004XMVOPQ,B001F6TDJW,FashionIQ,shirt,is large and black and is darker in color with more realistic graphics,val
B006XD31RC,B00A6YFYXS,FashionIQ,shirt,has long sleeves and is darker and has longer sleeves,val
B008VI65PW,B00092SAR4,FashionIQ,shirt,has a funny image and has a different graphic,val
B00A64TGV4,B00C96U8RI,FashionIQ,shirt,is white coloreds with baby blue stripes and is lighter,val
B005CXDOA8,B006HT3WBC,FashionIQ,shirt,it is a buttoned shirt and black with buttons and a collar,val
B00BOHU9ZE,B00EHQR0FQ,FashionIQ,shirt,has a logo with multiple personages and is more colorful with a larger logo,val
B001E2038M,B00DDXIRV0,FashionIQ,shirt,has a more simple graphic on the front and is grey and one large circle as logo,val
B0093OQREM,B00FDL73BK,FashionIQ,shirt,has a white crossed pattern and is darker blue with white logo,val
B00B7SA29S,B008OZKW56,FashionIQ,shirt,is a green t shirt with a light material and is more colorful,val
B001PFBE2C,B004O92RP4,FashionIQ,shirt,is a white ping pong tee and is a white,val
B003XMOFP8,B000W6WB6I,FashionIQ,shirt,darker blue with checks and is darker,val
B003MSNCM0,B00DIAJ7Z8,FashionIQ,shirt,is blue and has a bit logo and is blue color,val
B004UJ14FM,B000L9S5NY,FashionIQ,shirt,is brown in color and is darker and more masculine,val
B001CFA16A,B002HNSH80,FashionIQ,shirt,is light black colored with a different text and has a different saying,val
B004CS0IZS,B005Y8684K,FashionIQ,shirt,is less formal and bright and is a t in blue with white logo on the front,val
B00CQLJ1Y2,B00DN6JHNE,FashionIQ,shirt,has more buttons and black with white bottons,val
B003BAEVJ2,B006NPNCBA,FashionIQ,shirt,is yellow and black and is more colorful,val
B00AWA4RF2,B0098CQTP6,FashionIQ,shirt,is a casual v neck shirt with no buttons and has a v neck and is more casual,val
B00B7679FU,B009BHF8XW,FashionIQ,shirt,is red colored with a clock in center and is more colorful,val
B009PTECLU,B00FYXXTY2,FashionIQ,shirt,has shorter sleeves with no graphic and has shorter sleeves and only printed words,val
B0087KODVM,B008BT8HRU,FashionIQ,shirt,is smaller and is black with orange lettering,val
B0071FEZAI,B004XWCRKC,FashionIQ,shirt,has a smaller sons of anarchy logo on it and is much darker,val
B008VI0ZP8,B005958LUC,FashionIQ,shirt,is puffier and has longer sleeves and is a brown and a button up jacket,val
B009QR94S2,B005YJAP3O,FashionIQ,shirt,is lighter colored and has a bigger graphic and is white colored and has a different graphic,val
B00BHA7IBG,B003C1R750,FashionIQ,shirt,has a darker color and has no image only words on it and has orange lettering,val
B0036C4NFW,B002OT93GM,FashionIQ,shirt,has a black color with math humor and has long sleeves,val
B007G03S2Y,B00B60JFFO,FashionIQ,shirt,is bright red with collar and is more colorufl with less buttons,val
B00CDT7FHM,B00A5GM3RC,FashionIQ,shirt,has letters instead of pictures on it and it is more blue with simple design,val
B00F6886DY,B006YDMYCY,FashionIQ,shirt,it has sleeves and has longer sleeves,val
B007E9SJSU,B00AF3YKSA,FashionIQ,shirt,is darker and has no buttons and is a blue t shirt with three lighter blue stripes,val
B005EJDQ0S,B00AYVSZ4I,FashionIQ,shirt,has a different print and desired item pictures motor vehicles,val
B003BP07R2,B00AEYXOX2,FashionIQ,shirt,has a star wars print on it and and has a different graphic,val
B004KV0604,B00DJ6QOUC,FashionIQ,shirt,is grey with a mustang and is gray,val
B00D7SXFS6,B00CPHNAQ2,FashionIQ,shirt,is light blue and striped and is more red,val
B003RW8XFW,B007ULMQO0,FashionIQ,shirt,is slim fit and has letters on the decal,val
B00166XERS,B00579E6JK,FashionIQ,shirt,is plaid and a white red checkered long sleeved shirt,val
B0013WHNO0,B001JP5KAA,FashionIQ,shirt,has shorter sleeves and a tighter collar and has a yellow stripe and a crew neck,val
B00BJ90X7Q,B001TYLKNM,FashionIQ,shirt,is more colorful with sleeves and is more brightly colored,val
B009JJG3JA,B00D2CXAOG,FashionIQ,shirt,is less formal and a black long sleeved with green design on front,val
B00018A8ZI,B002CMLPNK,FashionIQ,shirt,is more formal and is more formal,val
B005HF6TGW,B0053H927W,FashionIQ,shirt,has a more intense graphic and is darker,val
B00D8YF87U,B00DVHNG2I,FashionIQ,shirt,is a long sleeved line patterned shirt and has longer sleeves,val
B006NR72OQ,B004NES8GW,FashionIQ,shirt,is a t shirt with a red picture of a girl and is a t shirt and printed logo,val
B009ZGNJ6W,B00A7BYWM4,FashionIQ,shirt,is a lighter color and is lighter in color,val
B0001TOU74,B0042AOT8S,FashionIQ,shirt,is more text and darker and has lettering in only white,val
B0081ST50O,B00865CPJ0,FashionIQ,shirt,has more words on it and has a bigger logo,val
B004TNLWVA,B00AAHPHQA,FashionIQ,shirt,is a white button down long sleeved shirt with collar and is white and collared,val
B00AJODAOA,B006D40LJW,FashionIQ,shirt,a dark blue life is simple shirt and has a quote on the shirt and is blud,val
B000CP9TY6,B001QJ2EXA,FashionIQ,shirt,shorter sleeves with pirate graphics and has a different graphic,val
B0085X31DC,B009XE4O7E,FashionIQ,shirt,the shirt is blue in color with dark blue writing and is light blue,val
B001GW13QG,B000YHJDOI,FashionIQ,shirt,is black colored with buttons and collar and is a black button down,val
B00509NSFU,B00BOO7OLO,FashionIQ,shirt,is black with a different print and is darker in color,val
B002YL3YQ0,B005TVEOKW,FashionIQ,shirt,is red with physical ed written on it and no sleeves,val
B002R7U7Q6,B00ABBX8FW,FashionIQ,shirt,is more simpler graphic and has a family crest on it,val
B006ZJUB8G,B003WF2ECW,FashionIQ,shirt,is a gray long sleeved striped shirt and has longer sleeves and dark stripes,val
B0064DPOAS,B00AR1XB9O,FashionIQ,shirt,the shirt is white in color and is white with shorter sleeves,val
B007QQVE7E,B00CIA7QKW,FashionIQ,shirt,has a animated woman on it and has large tan and red graphic,val
B00B2HDZ98,B00B2FIHBQ,FashionIQ,shirt,has stripes and is darker and is black with white stripes,val
B0085X31DC,B00BP4RT2C,FashionIQ,shirt,is yellow with black words and has a bit logo and is yellow color,val
B00E3QSK2W,B006G7OC46,FashionIQ,shirt,is and orange and red plaid shirt,val
B0085OX8LQ,B004G09EE8,FashionIQ,shirt,is darker blue with no patterns and it is more plain and more pocketed,val
B008RJTPT8,B007JR83CE,FashionIQ,shirt,is grey in colour with more writing at front and is blue with shorter sleeves,val
B009ADCOP2,B006ZP60QC,FashionIQ,shirt,is darker and is more beige,val
B003BSOA0Y,B009IQIZA4,FashionIQ,shirt,is a tote bag with a saying on the front and and buttons,val
B007HRO9B0,B005DIJKXW,FashionIQ,shirt,is a solid black button up with long sleeves and has buttons and longer sleeves,val
B00C51HF46,B007P885ZC,FashionIQ,shirt,is black and a brown long sleeved shirt,val
B003R4ZLE6,B0007QCPPK,FashionIQ,shirt,is a black and white sneaker and is a tennis shoe,val
B0071BJQVU,B000N4TP72,FashionIQ,shirt,is darker in color and is black,val
B008FVT2Y6,B00E8IO0VA,FashionIQ,shirt,is a darker shirt with long sleeves and is less formal,val
B00BF9FBJ0,B00A8OL6PG,FashionIQ,shirt,is black color on sleeves and has longer sleeves and smaller font,val
B0051EPWF8,B00C6A3ODM,FashionIQ,shirt,is more formal and more colorful and is green with a collar,val
B008ILTI24,B00A2BD56I,FashionIQ,shirt,has game of thrones logo in center and is large logo and less black color,val
B000PHI5L4,B0049U3VGW,FashionIQ,shirt,has more of a design and is darker,val
B000NBOIZE,B002P7569Q,FashionIQ,shirt,is darker and has a simple design,val
B003JY6WY2,B004JHRX5A,FashionIQ,shirt,is gray colored with green and yellow design and is grey in color,val
B001CFA16A,B0016KDSRU,FashionIQ,shirt,has different words on it and has smaller font and less humorous,val
B005XI84F2,B00C7P5QGY,FashionIQ,shirt,is solid white and has fewer stripes,val
B000BQ09GS,B0068UBR1W,FashionIQ,shirt,is professional and high quality and it is more satin and less casual,val
B0064R5VW0,B00C9RVPME,FashionIQ,shirt,has a more colorful logo and has pink lettering,val
B009F7NHDQ,B00EMT9N4E,FashionIQ,shirt,is a casual short sleeved tee with a saying and graphic and is more wordy,val
B006X1BA90,B002S0NVEW,FashionIQ,shirt,the shirt is white with a gray image and is white with gray vertical lines,val
B00644P0N8,B00E7YEAEM,FashionIQ,shirt,has cartoons and is darker and more graphic,val
B0036XODB0,B00743YLR4,FashionIQ,shirt,is a pink polo style shirt and is pink and has two buttons,val
B004JZY5H6,B0030ZR9TC,FashionIQ,shirt,is blue in color and is blue and has a different graphic,val
B004FN2OYI,B00C865OS2,FashionIQ,shirt,a light colored tee shirt with a car graphic and is a bright color and different image,val
B00A9WRH00,B009K8BJJY,FashionIQ,shirt,has longer sleeves and is black colored and has longer sleeves,val
B00AX46SOA,B00D83LFBO,FashionIQ,shirt,collar or pocket and is a black womens shirt,val
B008KAC0E6,B007POR2M8,FashionIQ,shirt,is a tight gray sleeved shirt and is grey with long sleeves,val
B001MX8V8C,B00B5TV78E,FashionIQ,shirt,is a tighter shirt and has fewer words,val
B00CC0TY1W,B00AZLH99O,FashionIQ,shirt,is dark and no image design and is a gray tank top,val
B0096LL2W4,B001M1JBYW,FashionIQ,shirt,has no hood and has no kangaroo pocket and is a black tshirt with a batman symbol,val
B007KDY2GI,B004U9INTW,FashionIQ,shirt,is darker with no pocket and is a darker color with a color and no pocket,val
B004GB3XJ4,B004QU6XU6,FashionIQ,shirt,is a black shirt with a smaller design and has the graphic on the front,val
B0085X0R6Q,B006H4JR84,FashionIQ,shirt,has pockets and is soild and is white and short sleeves,val
B009OKKA5W,B0058JIFRI,FashionIQ,shirt,is white with black buttons and is bright and has collar,val
B003AQQ370,B0012ECKFG,FashionIQ,shirt,is lighter and desired item is neutral in color s and multiples,val
B005GL63X6,B00667268A,FashionIQ,shirt,has a more fun graphic and has more arrows on it,val
B001YIOAOE,B008C72B7S,FashionIQ,shirt,the shirt is black in color with star wars characters and has busier looking graphics,val
